8.327353158595798832e-02,2.723555405799519932e-19,0.000000000000000000e+00,1.193892313963519847e+01,2.739758190749689925e-24,3.900354427955780245e+00,8.485966984065239837e-04
8.374877606463991195e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.125644343177710027e+01,2.526194920308040085e-32,3.763745576771370338e+00,3.443033137159269866e-06
4.758744285624810222e-01,1.147393354866039994e+00,7.954121070341099831e+00,6.776763559331839826e-01,1.475259699897980115e+00,6.377970485753260421e-01,2.043311199305179926e+01
7.779228321726980311e-02,3.161677669589599976e-02,1.725312540550180034e-03,1.178816894926269931e+01,5.623319254793810069e-03,3.239847941377850038e+00,9.744055051468170081e-01
1.958909934481919968e-02,1.492021262747719730e-24,0.000000000000000000e+00,1.311971200950969951e+01,0.000000000000000000e+00,4.645359774268209563e+00,4.309286195650240321e-04
2.236954269881940086e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.227823413458159862e+01,0.000000000000000000e+00,3.542366409850870479e+00,4.161527723096450381e-05
2.356808469358059877e-02,2.726854762561230217e-03,6.229933178012220414e-03,1.161933946175669874e+01,0.000000000000000000e+00,3.352752102746149987e+00,1.255344651425569780e-01
1.407191616540020077e-02,3.976474058266220649e-03,4.826268421049019555e-22,1.050534831216730147e+01,0.000000000000000000e+00,3.921843123301099965e+00,2.387876999096399998e-04
1.591390091839689980e+01,6.368326220539439753e-01,1.126881786538699998e-01,8.188419143962641020e-03,0.000000000000000000e+00,4.173217695225419632e+00,2.792064113909999890e+01
1.325999904363580062e-01,7.252211122257000708e-01,1.551827565349680249e+01,6.807181464011709954e-04,6.444388130021370564e+00,1.622625312940050024e-02,4.914771967899769223e+00
2.476948476730190044e-02,2.662756535658850066e-02,2.347263878216400101e+01,0.000000000000000000e+00,1.075484773314730091e+01,0.000000000000000000e+00,6.393426574860480160e-01
6.878750354367789768e-03,6.028024498501999284e-01,1.172561634240419995e-02,1.206442344373650144e+01,0.000000000000000000e+00,3.327281613334319488e+00,5.935306733964190506e+00
2.423406240834380040e-02,1.200524393494169873e-15,8.160828041931239673e-27,1.227609623320490151e+01,2.287694862479879797e-26,4.049632778671549360e+00,0.000000000000000000e+00
5.625399371290629863e-02,3.450831050483679774e-02,1.071334791245729844e-08,1.325096733947709993e+01,9.623164152763640296e-08,4.183998975480060167e+00,0.000000000000000000e+00
