-7.347107705366738399e-03,-1.451592397476835229e-08,8.998610434670831866e-05,2.482715688716035096e-01,-8.490227995520420912e-06,1.088876726341627688e+00,1.770784004399057407e-02
-4.794113012841574178e-02,2.551200265196514050e-03,1.926958873162611270e-04,1.638271047918029133e+00,2.275543577189268492e-08,1.372324395680608156e+00,-9.132120749817797343e-04
-1.842267818104472266e+00,-3.601459302040644905e-01,1.063942910070761627e+01,-1.837855017181135642e+00,3.699184973480839744e+00,-7.766417786907565679e-01,-2.064693338701054159e+01
1.619816169483879187e-01,-5.262152723126606313e-01,8.271733323964882128e-04,4.137913547747378296e+00,-4.334841443243313969e-02,-1.768024653683767600e+00,4.030420562861964928e-01
-5.485233351212617792e-02,-2.282722357042145343e-05,-5.517049675479094965e-05,-2.432886015564716065e+00,-1.621351064611140997e-05,3.184041780134553079e+00,-4.161531732864456185e-03
1.586430020476571265e-02,2.835691574487557431e-02,-3.124459964143035378e-03,-8.162119692172984387e-01,3.733095259382790063e-03,4.560061265073167558e-01,-3.204959358199361077e-03
7.547421383152426444e-02,1.787606223777161163e-01,9.247776913087082593e-03,-3.074309112125221066e+00,3.159660234020492120e-02,-1.035318060049339239e+00,-3.550165472474322570e-01
3.725406877967744890e-02,-1.217247204334390495e-04,-4.438389542254279912e-05,2.738381898144801596e-01,8.954638346891847015e-05,-2.465571374729564447e+00,-1.101670649333667687e-03
-8.547812030753050294e+00,8.783013156375648611e-01,2.503068839049892025e-02,3.867246223549510725e-02,-1.561845154639699557e-03,1.904223038797674405e-01,8.432170534628319558e+00
7.425324433664441670e-02,-6.946661870591850363e-01,1.165077917603763424e+01,-2.216656926326907306e-01,1.437962812502764143e+00,3.675587832474688094e-02,-1.457693295543413825e+01
1.306898003863391777e-01,-4.440440949639043455e-01,-1.626030171753006570e+00,-1.448034042487728458e-04,-2.887584006212803978e+00,-4.495259947773499153e-03,-3.380585498041073667e+00
3.829987809725682313e-02,-6.182510534460873286e-01,-6.597956025592561363e-03,-2.732505365928386887e+00,-6.099415998462480622e-03,2.334538488598945971e+00,-6.064842394899352840e+00
2.180181274946311476e-01,-6.016957662157833980e-02,2.464849701477402392e-04,3.364917192364335730e+00,-3.021078434354980584e-06,8.711420028638416913e-02,7.174100512242894627e-05
