-8.232046219637516316e-02,-2.224809984378143569e-03,6.936970754451095332e-04,6.922234121443265664e+00,1.355077576927852858e-05,-7.260592540112488891e+00,-7.971058423690612071e-02,-2.669931908605180631e-03
-5.244856578224383892e-01,-3.312103461365211739e-05,-3.944160989356046356e-04,5.305007425797469978e-02,1.238320785414254253e-03,4.283363124724956172e+00,-3.149596137280686325e-01,-6.169621251361299269e-02
-2.048211525211085959e+00,-1.418070310671427636e+00,-8.487224239906052681e-01,-4.807227818784904905e+00,-9.914308898502902003e-04,7.044071238475556385e+00,1.202871381006944962e-01,-3.042956275384995024e+00
-7.059617286966838323e-01,2.211714152283617452e-04,-2.882829423927947901e-02,-1.822562537011929606e+00,2.032408558302203211e-02,5.523003866489062830e+00,5.228270441884192571e-03,-7.262499918980839728e-03
8.187706963377772151e-02,-1.643708680416591821e-05,2.196257549076996614e-03,2.045637797087379361e+00,1.975545111072379259e-04,-3.136090281524934298e+00,7.466042518350954893e-01,-6.937947789896747701e-03
-1.765263555019838293e+01,8.859798686142338342e-01,-9.448444866753628046e-01,5.802659461529714235e+00,7.326919209621920448e-01,1.170648295280237589e-01,-1.906344138434690194e+01,3.441262954543370167e+00
-7.844008634106192090e-01,9.826885123530807321e-05,2.539476412852963768e-04,3.036733329603776177e+00,-1.782051511497892372e-04,-6.978458104428906239e-01,1.640268967819802706e-02,8.517219586430500866e-03
5.685906432436106384e-01,2.816147916078778446e-04,-3.146839522047904791e-02,-3.150079280133674331e+00,-3.017962823273523040e-03,1.068107651266375413e+00,1.905957101819345523e-01,9.205141919781509308e-02
-2.696178261145044663e-01,-2.047153177155767393e-03,1.914042135850089338e-02,1.512838783631548445e+00,-1.960827695530508786e-04,3.340101041841743168e+00,-4.155666575536515195e-01,-7.988228323853176910e-03
-1.864619008691179303e-01,2.546207298605772336e-05,9.839386567206234496e-05,1.071192490180443713e-01,-1.735905931047676265e-01,-1.964883532400387267e+00,-2.430123551948664973e-01,1.325259702105687117e-02
-2.228363481179870575e+01,-2.113900725064600916e+00,-9.528892696396465967e-01,1.350410113948710134e+00,-3.544880882987121173e-03,2.947027338305611366e+01,-2.279944696817558025e+01,-1.485295841080874801e+01
2.427282229963699800e-01,1.344152563855887869e-02,1.159608814446245854e-02,-6.497512267866578206e+00,-9.479884553012337583e-04,4.132727603320898169e-01,-2.748386397159115549e-02,-1.011793564015082275e-02
-3.355719514700030714e-01,-1.771314290565294963e-02,3.535689154282433273e-05,1.302766694100210287e-02,1.266324449925184011e-03,7.690004140983994319e+00,6.147019118681388422e-02,-9.517637868478559700e-04
-3.810483035961975684e-02,-1.808528204158925526e-05,-9.361813253312892659e-04,-1.277601704710082942e+00,3.995124276373508351e-03,-5.134530301930736229e+00,7.341202475910458825e-01,4.551955361573042447e-04
3.909741212645481689e-01,-7.434856328860068675e-05,2.393563744841470213e-03,-2.132505686332637040e+00,7.106107468296040149e-07,3.451265767695064213e+00,1.736853282939159748e-01,-1.059021956958210720e-01
-1.369138893982903671e+00,3.482131242318864373e-04,-2.088614246307310949e-04,1.668464754136099959e+00,2.588485165364333429e-02,-5.512930128148729736e-01,1.640645654047991620e-01,8.126439173223639484e-04
4.688698789910676346e-01,-2.098443698282204621e-05,-5.357074409261970084e-06,1.018470492788352999e+00,-4.068749469531379725e-02,-3.259590406502042903e+00,-2.964337660547923803e-01,-1.658954123525555806e-04
5.457071499644206014e+00,2.347696025129419883e+00,1.114275075314816288e+00,2.623662785039336254e-01,-1.666633288114689748e-02,2.716451996318490145e-02,4.613945028353827027e+00,6.084821368236557504e+00
-2.513562374396721144e-01,2.007321164539567146e-03,1.547593863056880134e-04,7.516793118916223371e+00,-4.972886319910960933e-04,5.809084611273442889e-01,5.310261117368306194e-02,-3.454749713020140861e-02
-4.548844406475103597e+01,5.682322743275073362e-01,1.082680517414049692e+00,2.693451833869553269e+01,-5.123003497656427596e-01,1.402992444075852330e+00,-3.118025267117629795e+01,-1.349424743201641519e-01
-1.210348379296926624e-01,3.351768713844192997e-06,-9.544676349802748980e-05,1.299731905582880209e+00,-1.361783485010590754e-04,-2.397418239199504697e+00,5.203165013455909316e-01,-1.710128256970280336e-03
-2.644227946187204026e+00,-8.114625697361329548e-01,-3.027542379310370180e+00,3.628556619473023454e-03,-2.221076208040718480e+00,1.094627490625431159e-04,1.951327997049371099e+00,-5.121086117607234200e+00
2.056131096234197209e-01,-3.545858540528086522e-03,-6.646691156643586267e-04,-5.312371833161642520e+00,-1.344659439635542798e-07,-7.613812892080911610e+00,-5.341787346440706186e-01,-1.622209208904568014e-03
-3.917828060037284454e-01,7.281022769047577150e-06,2.821529350555697618e-05,3.980279810413773767e-01,2.884338865348804945e-05,3.523155689479127162e-01,8.506282476202365883e-01,-8.654228626964251703e-04
-1.271688654688511444e-01,3.448054591106843470e-03,-4.766685658065237807e-01,-3.398814136365023941e+00,1.623956130299695263e-04,1.409012273082105970e+00,3.298979533528959007e-01,1.385381506175280553e-01
1.093955996324928570e+00,1.159119446733435609e-02,-9.865859913937627661e-04,-1.751077923226489474e+00,-6.485637463835409143e-04,5.764877488162937880e+00,2.764052677349103648e-01,-1.570471398468918922e+00
-7.403764642512665972e+00,-1.929059983491033359e+00,-1.601128883286836668e+00,-2.056148698061657676e+00,-2.240265551086560031e-02,8.826508679513459299e+00,-9.747803994485544354e-01,-8.604209858570582625e+00
-4.985149168120652785e-01,5.755138676457327438e-05,1.434971318489339909e-05,2.538680758243447855e-01,1.396539309516704611e-03,-6.557387173501580513e+00,-2.463384066795822752e-02,6.524551620037436720e-04
